Abbr,Term,Country
0I2,Brazil Clay County Airport,US
0IA0,Knoxville Area Community Hospital Heliport,US
0IA1,St Anthony Regional Hospital Heliport,US
0IA2,Audubon County Memorial Hospital Heliport,US
0IA3,Hawkeye Airport,US
0IA4,Sharar Field,US
0IA5,Moore Private Airport,US
0IA6,Rinehart Airport,US
0IA7,Cromwell Heliport,US
0IA8,Hannen Airport,US
0IA9,Army Reserve Heliport,US
0ID0,South Fork Ranch Airport,US
0ID1,Ziggy's Airport,US
0ID2,Flying Joseph Ranch Airport,US
0ID3,Coyote Run Airport,US
0ID4,Black Butte Ranch Airport,US
0ID5,Ez Lope Ranch Airport,US
0ID6,Steele Memorial Heliport,US
0ID7,Z X Ranch Airport,US
0ID8,Pinnacle Airport,US
0ID9,Corral Creek Airport,US
0II0,Chuck's Airport,US
0II1,Unsicker Airport,US
0II2,Creighton Airport,US
0II3,Miller Strip,US
0II5,Marshall Field,US
0II6,Kropf Airport,US
0II7,Frost Field,US
0II8,Sutton's Field,US
0II9,Winters Airport,US
0IL0,Hamilton Memorial Hospital Heliport,US
0IL1,Loyola University Medical Center Heliport,US
0IL2,Griffin Airport,US
0IL3,Flying B Ranch Airport,US
0IL4,Advocate Good Samaritan Hospital Heliport,US
0IL5,OSF St Luke Medical Center Heliport,US
0IL6,Kishwaukee Community Hospital Heliport,US
0IL7,Davis Restricted Landing Area,US
0IL8,Walter Airport,US
0IL9,Jack W Watson Airport,US
0IN1,Snider Field,US
0IN2,The Lazy K Airport,US
0IN3,Graves Landing Strip,US
0IN4,Air Park Field,US
0IN5,Byrne Field,US
0IN7,Roto-Whirl/Holiday Heliport,US
0IN8,Roto-Whirl/Vantage Heliport,US
0IN9,Parrish Airport,US
0IS0,Trinity Medical Center West Heliport,US
0IS2,Evanston/Glenbrook Heliport,US
0IS3,Cady Aerial RLA Restricted Landing Area,US
0IS4,Dawson Farms Airport,US
0IS6,Dongola Heliport,US
0IS8,Blessing Hospital At 11th St Heliport,US
0IS9,Bernardin Heliport,US
0J0,Abbeville Municipal Airport,US
0J8,Flying Ten Airport,US
0JY9,Fleming County Hospital Heliport,US
0K6,Dobie's Airport,US
0KS0,J V Ranch Airport,US
0KS2,Kellie Mann Airfield,US
0KS3,Camp Chippewa Airport,US
0KS4,Norris Airport,US
0KS5,Oasis Aerodrome,US
0KS6,Kendrigan Airport,US
0KS7,Mono Aircraft Airport,US
0KS8,Pearce Field,US
0KS9,Lmn 120 Airport,US
0KY0,Owen Air Park,US
0KY1,Arnemann Farms Airport,US
0KY2,Mgt Station 2105 Heliport,US
0KY3,Tennessee Gas Heliport,US
0KY4,Cambron Field,US
0KY5,Boyce Wafer Farm Airport,US
0KY6,Tennessee Gas Heliport,US
0KY7,Clinton-Hickman County Airport,US
0KY8,Sky Airport,US
0KY9,Pine Mountain Aero Heliport,US
0L4,Lida Junction Airport,US
0L5,Goldfield Airport,US
0L6,Winn Parish Medical Center Heliport,US
0LA0,West Hackberry Heliport,US
0LA1,Double H Ranch Airport,US
0LA2,Don Babin-Private Airport,US
0LA3,Belcher Airpatch Airport,US
0LA4,North Caddo Medical Center Heliport,US
0LA5,Conoco Inc Heliport,US
0LA6,Freeport Sulphur Heliport,US
0LA7,Exxon Heliport,US
0LA8,Jackson Parish Hospital Heliport,US
0LA9,Rebel Field,US
0LL0,Kaufield Airport,US
0LL1,Jerseyville Aviation Inc Airport,US
0LL2,Murk's Strip,US
0LL3,Koenig Airport,US
0LL4,Flaherty Field,US
0LL5,Busboom RLA Restricted Landing Area,US
0LL6,Gord Airport,US
0LL7,Northwestern Medicine Valley West Hospital Heliport,US
0LL9,Savanna Army Depot Helipad,US
0LS0,Theriot Field,US
0LS2,Evergreen Fourchon Heliport,US
0LS3,Evergreen Venice Heliport,US
0LS4,Buller's Airstrip,US
0LS5,Trahan Ultralightport,US
0LS6,Dufour Airport,US
0LS7,Morgan Field,US
0LS8,Lonesome Dove Airfield,US
0LS9,Huenefeld Airport,US
0MA1,Massachusetts General Hospital Heliport,US
0MA2,Healthalliance Hospital-Leominster Heliport,US
0MA3,Reh Heliport,US
0MA4,Boston Medical Center Hospital Heliport,US
0MA5,Brockton Usar Center Heliport,US
0MA6,Wbz Heliport,US
0MA8,Textron/Everett Heliport,US
0MA9,Lleia Kyle O'Meara Heliport,US
0MD0,Baltimore Washington Medical Center Heliport,US
0MD1,Taylor Field,US
0MD2,Squier Landing Airport,US
0MD3,Johns Hopkins Hospital Heliport,US
0MD4,Pond View Private Airport,US
0MD5,UM Laurel Medical Center Heliport,US
0MD6,Walters Airport,US
0MD7,The Aspen Institute Heliport,US
0MD8,Security Ford Heliport,US
0MD9,Calvert Memorial Hospital Heliport,US
0ME4,Peasley Field,US
0ME7,Sebago Lake Basin Seaplane Base,US
0MI0,Sumner Heliport,US
0MI1,Sugar Springs Airpark,US
0MI2,Stier Airstrip,US
0MI3,Kelleys Airport,US
0MI4,Lesterson-Dempsey Airstrip,US
0MI6,Young's Airport,US
0MI7,Four Star Heliport,US
0MI8,Twin Lakes Airport,US
0MI9,Henry Ford Hospital Heliport,US
0MN0,Winner's Landing Seaplane Base,US
0MN1,Brinkman Airport,US
0MN2,Grindstone Lake Seaplane Base,US
0MN3,Lower Hay Lake Seaplane Base,US
0MN4,Paul's Seaplane Base,US
0MN5,Pankratz Airport,US
0MN6,Matson Field,US
0MN7,Ely Bloomenson Community Hospital Heliport,US
0MN8,Keller Airport,US
0MN9,Triple H Heliport,US
0MO0,Ferros Ranch-Aero Airport,US
0MO1,Flying G Airport,US
0MO2,Short-N-Ruff Airport,US
0MO3,Arvin Ranch Airport,US
0MO4,Bert Walter Berkowitz Heliport,US
0MO5,Joe D Lewis Airport,US
0MO6,Hall Airport,US
0MO7,St Joseph Hospital West Heliport,US
0MO8,Sloan's Airport,US
0MO9,Emerson Heliport,US
0MS0,Topton Air Estates Airport,US
0MS1,Franklin Field,US
0MS2,Morgan Field,US
0MS3,Baptist Memorial Hospital-North Ms Heliport,US
0MS4,Sheriff's Courthouse Heliport,US
0MS5,Lewis Air Service Airport,US
0MS6,Levert Heliport,US
0MS7,Hale Field,US
0MS8,Catfish Point Airport,US
0MS9,Shenandoah Valley Farms Airport,US
0MT1,Williams Field,US
0MT2,Big Sandy Medical Center Heliport,US
0MT3,Stock Farm Heliport,US
0MT4,Kimp Airport,US
0MT5,Cottonwood Airport,US
0MT6,Hanson Airport,US
0MT7,Pinehurst Ranch Airport,US
0MT8,Glacier Heli Tours Heliport,US
0MT9,Lone Hawk Airport,US
0MU0,Eagle Field,US
0MU1,Sunderland Airport,US
0MU2,Christian Hospital Northeast Heliport,US
0MU3,Hannibal Regional Hospital Heliport,US
0MU4,Slaughter Airport,US
0MU5,Holden Heliport,US
0MU6,Bradbury-Rolf Memorial Heliport,US
0MU7,Lambs Field,US
0MU8,Prince STOLport,US
0MU9,RPM Airport,US
0MY0,Kenyon Heliport,US
0MY1,Bozeman Deaconess Hospital Heliport,US
0N0,Roosterville Airport,US
0N4,Chandelle Airport,US
0N5,Deldot Helistop,US
0N6,Albanna Aviation Airport,US
0NA1,Goerger Airport,US
0NA5,Sorlie Airport,US
0NA9,Boyd's Turf Airport,US
0NC0,Wayne Memorial Hospital Inc. Heliport,US
0NC1,Bearwallow Farm Airport,US
0NC2,Moore Regional Hospital Heliport,US
0NC3,Washington County Hospital Heliport,US
0NC4,Wake Medical Center Heliport,US
0NC5,Nash General Hospital Heliport,US
0NC6,Our Community Hospital Heliport,US
0NC7,Lindsay Airport,US
0NC8,Flying S Ranch Airport,US
0NC9,Maria Parham Health DLP Affiliate Heliport,US
0ND0,Gilbertson Field,US
0ND6,Schumacher Strip,US
0ND7,Saville Private Airport,US
0NE0,Merrihew Airport,US
0NE1,Runner Landing Area Airport,US
0NE2,Merry Airport,US
0NE3,Syracuse Hospital Heliport,US
0NE4,Franklin County Memorial Hospital Heliport,US
0NE5,Newman Airport,US
0NE6,Frager Field,US
0NH7,Leinsing Heliport,US
0NJ0,Atlantic City Medical Center Heliport,US
0NJ1,Berkeley Township Police Heliport,US
0NJ2,Ballymere Heliport,US
0NJ3,Mount Holly Heliport,US
0NJ4,Weichert Headquarters Heliport,US
0NJ5,Fla-Net Airport,US
0NJ6,Dix Field,US
0NJ7,Essex Generating Station Heliport,US
0NJ8,Port Newark Helistop,US
0NJ9,Jersey Tpke New Brunswick Helistop,US
0NK0,Berdick Field,US
0NK1,Spring Brook Airport,US
0NK2,Westwind Farm Airport,US
0NK3,Seven Gullies Airport,US
0NK4,Nassau University Medical Center Heliport,US
0NK5,Mid-Hudson Helicopter Service Heliport,US
0NK6,Lapeer Flyer Airport,US
0NK7,King Street Heliport,US
0NK8,Rocky Reef Farm Airport,US
0NK9,Lakeview Airport,US
0NM0,Columbus Airport,US
0NM7,Negrito Airstrip,US
0NV1,Summerlin Medical Center Heliport,US
0NY0,Bennetts Airport,US
0NY1,Russell Field,US
0NY2,Amar Heliport,US
0NY3,Kermizian Airport,US
0NY4,Bridgeview Heliport,US
0NY5,State Police Troop D Heliport,US
0NY6,New York State Police Troop E Zone 2 Auburn Heliport,US
0NY7,Murphys Landing Strip,US
0NY8,Wenskoski Field,US
0O0,San Luis Reservoir Seaplane Base,US
0O4,Corning Municipal Airport,US
0O9,Ward Field,US
0OA2,"Cleveland Clinic, Medina Hospital Heliport",US
0OH1,Cirino Heliport,US
0OH2,Jenkins Field,US
0OH3,Hamilton County Sheriff's Patrol Heliport,US
0OH4,Upper Valley Medical Center Heliport,US
0OH6,Fry Field,US
0OH7,Apple Airport,US
0OH8,Fry Airport,US
0OH9,Parknavy Airport,US
0OI0,Foltz Heliport,US
0OI1,Autolite Heliport,US
0OI2,Unger Field,US
0OI3,Galloway Airport,US
0OI4,Salt Box Airport,US
0OI6,Victor's Landing Airport,US
0OI9,Hidden Quarry Airport,US
0OK0,Edmond Airport,US
0OK1,Mckey Airport,US
0OK2,Parkview Hospital Heliport,US
0OK3,McKinley Ranch Airport,US
0OK4,Rock Creek Farm Airport,US
0OK5,Chappell Airport,US
0OK6,Ellis/Harvey Airport,US
0OK7,Shattuck Hospital Heliport,US
0OK8,Cade's Airport,US
0OK9,Crystal Airport,US
0OR0,Providence Hospital Heliport,US
0OR2,Hendershots Heliport,US
0OR3,Long Ranch Airport,US
0OR4,Round Butte Heliport,US
0OR5,East Oregon Cattle Company Airport,US
0OR6,Rome Service Airport,US
0OR7,Marr Field,US
0OR8,Sutton on Rogue Airport,US
0OR9,Hanel Field,US
0P0,Valley Forge Bicentennial Heliport,US
0P1,Van Pak Airport,US
0P2,Shoestring Aviation Airfield,US
0PA0,Philadelphia Gliderport,US
0PA1,Phoenix Technologies Heliport,US
0PA2,Haunstein Ultralightport,US
0PA3,Robbins Farm Airport,US
0PA4,Ecko Field,US
0PA5,Fisher Airport,US
0PA6,Hostetler Airport,US
0PA7,Linvill Airport,US
0PA8,Geisinger Community Medical Center Heliport,US
0PA9,Carson Heliport,US
0PN0,Fletcher Airport,US
0PN1,Pete's Water Landing Seaplane Base,US
0PN2,Flying Acres Airport,US
0PN3,Wyeth-Ayerst Nr Heliport,US
0PN4,Kitner Airport,US
0PN5,Nichols Airport,US
0PN6,Memmi Airport,US
0PN7,Drillmore Acres Airport,US
0PN8,Shriver Airport,US
0PN9,Paul Personal Use Airport,US
0PS0,Frederick Airpark,US
0PS1,Mc Crory Stores Heliport,US
0PS2,Marian Heliport,US
0PS3,Carsonville Airport,US
0PS4,Old Orchard Airport,US
0PS5,Used Parts Heliport,US
0PS6,Herbst Heliport,US
0PS7,Harman Airport,US
0PS8,Bayfront Garage Heliport,US
0PS9,Jefferson Health Bucks County Campus Heliport,US
0Q3,Sonoma Valley Airport,US
0Q4,Selma Airport,US
0Q6,Shingletown Airport,US
0Q9,Sonoma Skypark Airport,US
0R2,Lincoln Municipal Airport,US
0R7,The Red River Airport,US
0R9,Plainville Airpark,US
0S1,Meadow Creek USFS Airport,US
0S2,Stockton Municipal Airport,US
0S5,Nez Perce Municipal Airport,US
0SD0,Lenling Airport,US
0SD1,Lodi Airport,US
0SD2,Prairie Lakes West Heliport,US
0SD3,Bledsoe Ranch Airport,US
0SD4,Brookview Manor Heliport,US
0SD5,The Fort Heliport,US
0SD6,Oasis Ranch Airport,US
0SD7,Porch Ranch Airport,US
0SD8,Juhnke Airport,US
0SD9,Crazy Horse Heliport,US
0T3,Ira Biffle Airfield,US
0T7,Kittyhawk Airport,US
0TA0,HCA Houston Healthcare Mainland Heliport,US
0TA1,Buddy Harmel Airport,US
0TA2,Smith Farms Airport,US
0TA3,Tate Ranch Airport,US
0TA4,Erco Field,US
0TA5,Metro Heli-Pad Heliport,US
0TA6,Arco Ingleside Shorebase Heliport,US
0TA7,Alta Vista Ranch Airport,US
0TA8,Womack Plantation Airport,US
0TA9,Houston Oil & Minerals Port Bolivar Nr 2 Heliport,US
0TE0,Robertson Ranch Airport,US
0TE1,Christus Spohn Hospital Memorial Heliport,US
0TE2,Bell Helicopter Hurst Heliport,US
0TE3,Buzz Field,US
0TE4,Hilltop Lakes Airport,US
0TE5,Santa Maria Ranch Airport,US
0TE6,Gorman Airport,US
0TE7,LBJ Ranch Airport,US
0TE8,Texas World Speedway Helistop Number 1,US
0TE9,Texas World Speedway Helistop Number 2,US
0TN0,R & S Buzzard Airport,US
0TN1,Tims Ford Seaplane Base,US
0TN2,Village Airport,US
0TN3,Park West Heliport,US
0TN4,Physicians Medical Regional Center Heliport,US
0TN5,McDonald Airport,US
0TN6,Riner Farm Airport,US
0TN7,Horne Properties Heliport,US
0TN8,Erlanger Medical Center Heliport,US
0TN9,East Tennessee Children's Hospital Heliport,US
0TS0,Flower Mound Airport,US
0TS1,Dooley Airport,US
0TS2,Ultralight International Ultralightport,US
0TS3,Houston Heliport,US
0TS4,Ullrich Airport,US
0TS5,Lake Bay Gall Airport,US
0TS6,Harris County Courthouse Heliport,US
0TS7,Flying U Airport,US
0TS8,Flying 'K' Ranch Ultralightport,US
0TS9,Jim Roach Field,US
0TT8,Dynasty Heliport,MP
0TX0,Nassau Bay Airport,US
0TX1,Pecan Plantation Airport,US
0TX2,Heliport-Facility 5a Heliport,US
0TX3,UT Health East Texas Carthage Hospital Heliport,US
0TX4,Aerospatiale Helicopter Corp Heliport,US
0TX5,Shiloh Heliport,US
0TX6,Elm Creek Airpark,US
0TX7,Lazy K Acres Airport,US
0TX8,Jacobia Field,US
0TX9,Card Aerodrome,US
0U0,Landmark US Forest Service Airport,US
0U1,Warm Springs Creek Airport,US
0U2,Copper Basin Airport,US
0U3,Mahoney Creek US Forest Service Airport,US
0U7,Hollow Top Airport,US
0U8,May Airport,US
0U9,Lee Williams Memorial Airport,US
0VA0,Mostly Harmless Heliport,US
0VA1,Johnson Fox Field,US
0VA2,Riverwood Airport,US
0VA3,Hunt Airport,US
0VA4,Worley Field,US
0VA5,Coffman Field,US
0VA6,Mc Guire Va Medical Center Pad Heliport,US
0VA7,Flatrock Air Strip,US
0VA8,Jayarz Airport,US
0VA9,Handy Strip,US
0VI1,Brooklyn Airport,US
0W0,Seattle Seaplanes Seaplane Base,US
0W7,Floathaven Seaplane Base,US
0WA0,Streamline Heliport,US
0WA1,Dwight Field,US
0WA2,Curtis Airport,US
0WA3,Air Columbia Heliport,US
0WA4,Macon Heliport,US
0WA5,Ware Mountain Heliport,US
0WA6,Stevens Memorial Hospital Heliport,US
0WA7,Shamrock Port Heliport,US
0WA8,Childrens Hospital Emergency Heliport,US
0WA9,Naval Station Everett Heliport,US
0WI0,Aurora St Luke's Medical Center Heliport,US
0WI1,Mort's Landing Airport,US
0WI2,Doering Farms Airfield,US
0WI3,Aurora Lakeland Medical Center Heliport,US
0WI4,Snow Crest Ranch Airport,US
0WI5,Crash In International Airport,US
0WI6,Simandl Field/Private Airport,US
0WI7,With Wings And A Halo Airport,US
0WI8,Oconomowoc Airport,US
0WI9,Mc Manus Hoonch-Na-Shee-Kaw Airport,US
0WN0,Rucilla's Roost Airport,US
0WN1,Shangri-La Airport,US
0WN2,Coopers Landing Airport,US
0WN4,Olympia Heliport,US
0WN5,Potts Field,US
0WN6,L-Z Blue Thunder Heliport,US
0WN7,St Elizabeth Hospital Heliport,US
0WN8,Sheldon Heliport,US
0WN9,Wings For Christ Airport,US
0WS7,Rockdale Airport,US
0WY0,Freedom Air Ranch Airport,US
0WY1,Dorsey Creek Ranch Airport,US
0XA0,Parkland Hospital Nr 2 Heliport,US
0XA1,Kothmann Ranch Heliport,US
0XA2,Fort Duncan Medical Center Heliport,US
0XA3,Midstream Freeport Heliport,US
0XA4,Seven Cs Ranch Airport,US
0XA5,74 Ranch Airport,US
0XA6,Jaxon Landing Heliport,US
0XA7,Bar 3 Ranch Airport,US
0XA8,Ohho Airport,US
0XA9,Methodist Mansfield Medical Center Heliport,US
0XS0,Diamond H Ranch Airport,US
0XS1,Rodgers Roost Airport,US
0XS2,John Fields Ranch Airport,US
0XS3,South Texas Project East Heliport,US
0XS4,Eds Heliport,US
0XS5,Southeastern Helicopters Heliport,US
0XS6,Lakeside Beach Airport,US
0XS7,Anacacho Ranch Airport,US
0XS8,Dunbar Ranch Airport,US
0XS9,French Field,US
0Y4,Lambert Fechter Municipal Airport,US
0Y6,Lake Mills Municipal Airport,US
0Z2,Road Commission Nr 1 Airport,US
0Z3,Shannons Pond Seaplane Base,US
10AK,Hunt Strip,US
10AL,North Jackson Hospital Heliport,US
10AR,Huntsville Memorial Hospital Heliport,US
10AZ,Pierce Airport,US
10CA,William E Poole Heliport,US
10CL,Joe Gottlieb Field,US
10CN,Adventist Health St Helena Heliport,US
10CO,Silkman Farms Inc. Airport,US
10D,Winsted Municipal Airport,US
10F,Rosser Ranch Airport,US
10FA,Flying Baron Estates Airport,US
10FD,Seven Feathers Airport,US
10FL,Fishermen's Hospital Emergency Helistop,US
10GA,Beaverbrook Aerodrome,US
10IA,Flyers Airport,US
10ID,Flat Top Airstrip,US
10II,Franciscan Health Rensselaer Heliport,US
10IL,Riverside Medical Center Heliport,US
10IN,Squires Airport,US
10KS,University of Kansas Hospital Heliport,US
10KY,Southwest Government Center Heliport,US
10LA,Industrial Helicopters Inc. Airport,US
10LS,G & J Fly A Way Ultralightport,US
10MA,Beaver Lake Seaplane Base,US
10ME,Penobscot Valley Hospital Heliport,US
10MI,Ascension St Mary's Hospital Heliport,US
10MN,Lookout Lake Seaplane Base,US
10MO,Eckerts Airstrip,US
10MS,Daniel Emergency Response Team Heliport,US
10MT,Hoolie Airport,US
10MU,Freeman Neosho Hospital Heliport,US
10NC,Johnston Farm Airport,US
10ND,Smith Strip,US
10NE,St Joseph Hospital Heliport,US
10NH,Clark Heliport,US
10NJ,St Francis Medical Center Helistop,US
10NK,Glens Falls Hospital Heliport,US
10NR,Atrium Health Union Heliport,US
10NY,Beaver Meadow Heliport,US
10OH,Zoellner Airport,US
10OK,Hickory Hills Airport,US
10OR,Stevens Mountain Airport,US
10PA,Piac Heliport,US
10PN,One Meridian Plaza Heliport,US
10SC,Hartness Heliport,US
10SD,Wanblee Health Center Heliport,US
10TA,Bear Creek Heliport,US
10TE,Gottwald Field,US
10TN,Flatwood Field,US
10TS,Saint's Strip Ultralightport,US
10TX,SMC Aerospace Heliport,US
10UT,Gilbert Development Corp Heliport,US
10VA,Nashs Airport,US
10VG,WAVY TV Heliport,US
10WA,Mullan Hill Airport,US
10WI,Buds Landing Airport,US
10WY,Willow Creek Ranch Airport,US
10XA,Sterling Airport,US
10XS,Flying S Air Ranch Airport,US
11AK,Rocking T Ranch Airport,US
11AL,Ech Stagefield Army Heliport,US
11AR,CHI St. Vincent Hospital Hot Springs Heliport,US
11AZ,Whetstone Airport,US
11CA,Turner Field,US
11CL,Hansen Airport,US
11CN,Shasta Regional Medical Center Heliport,US
11CO,Channel 7 Heliport,US
11FA,B & L Farms Airport,US
11FD,North Okaloosa Medical Center Heliport,US
11FL,Williams Field,US
11G,Johnson Field,US
11GA,De Kalb General Hospital Heliport,US
11GE,Apple 1 Heliport,US
11IA,Koch Field,US
11ID,Riddle Airport,US
11II,Atterbury Field (Camp Atterbury),US
11IL,Presence St Mary's Hospital - Kankakee Heliport,US
11IN,Jr's Airport,US
11IS,St Anthony Memorial Hospital Heliport,US
11KS,Sheller's Airport,US
11KY,Southwest Hospital Heliport,US
11LA,Tiger Pass Seaplane Base,US
11LL,Thacker Airport,US
11LS,Jasmine Hill Airport,US
11M,Fulton-Itawamba County Airport,US
11MA,Bulljump Airport,US
11MD,Tim's Airport,US
11MI,Wagner's Landing Heliport,US
11MN,Sixberry's Landing Seaplane Base,US
11MO,Redgate Ranch Airport,US
11MT,Lammers Airport,US
11MU,Rocky Top Airfield,US
11N,Candlelight Farms Airport,US
11NC,Sprint/Midatlantic Telecom Heliport,US
11NE,Kaan Airport,US
11NJ,Southdown Heliport,US
11NK,Hop House Airpark,US
11NR,Dosher Heliport,US
11NY,Saikkonen Airport,US
11OA,Hide-A-Way Hills Resort Airport,US
11OG,Unity Airport,US
11OH,Fayette County Memorial Hospital Heliport,US
11OK,Beefor Ranch Airport,US
11OR,Holiday Sky Ranch Airport,US
11PA,Sherrie John Manor Heliport,US
11PN,Eakin Airport,US
11S,Sekiu Airport,US
11TA,Conoco Heliport,US
11TE,Flying M Ranch Airport,US
11TN,Salem Field,US
11TS,PT Enterprise D&W Ranch Airport,US
11TX,Butler Airport,US
11UT,Flying R Airport,US
11VA,Chesapeake General Hospital Heliport,US
11VG,Devil's Reach Landing Airport,US
11WA,Homeport Airport,US
11WI,Victory Memorial Hospital Heliport,US
11WN,Diedrich Seaplane Base,US
11XS,Speed Shore Company Headquarters Heliport,US
11Y,Flying Feathers Airport,US
12A,Arkavalley Airport,US
12AL,Goldberg Stagefield Army Heliport,US
12AR,Gibbons Airport,US
12AZ,Ranta Strip,US
12CA,Faber Vineyards Airport,US
12CL,Newton Field,US
12CN,Richter Airport,US
12CO,Omega 1 STOLport,US
12FA,Hi-Acres Airport,US
12FD,Osceola Regional Medical Center Heliport,US
12FL,Timberlachen Seaplane Base,US
12GA,Eastside Medical Center Heliport,US
12GE,Harvest Lake Seaplane Base,US
12I,Brookville Reservoir Seaplane Base,US
12IA,Plueger Airfield,US
12ID,Flying B Ranch Landing Strip,US
12II,Pentecost Airport,US
12IL,Hawker Airport,US
12IN,J & S Field,US
12IS,Mercer County Hospital Heliport,US
12JY,Clinton Elks Lodge Balloonport,US
12KS,Sooter Airport,US
12KY,John M. Foree Airport,US
