ErrorString,ExitCode,Hex Value,Description,
WSANO_DATA,11004,0x2AFC,"The requested name is valid, but no data of the requested type was found.",
WSA_QOS_RECEIVERS,11005,0x2AFD,At least one reserve has arrived.,
WSA_QOS_SENDERS,11006,0x2AFE,At least one path has arrived.,
WSA_QOS_NO_SENDERS,11007,0x2AFF,There are no senders.,
WSA_QOS_NO_RECEIVERS,11008,0x2B00,There are no receivers.,
WSA_QOS_REQUEST_CONFIRMED,11009,0x2B01,Reserve has been confirmed.,
WSA_QOS_ADMISSION_FAILURE,11010,0x2B02,Error due to lack of resources.,
WSA_QOS_POLICY_FAILURE,11011,0x2B03,Rejected for administrative reasons - bad credentials.,
WSA_QOS_BAD_STYLE,11012,0x2B04,Unknown or conflicting style.,
WSA_QOS_BAD_OBJECT,11013,0x2B05,Problem with some part of the filterspec or providerspecific buffer in general.,
WSA_QOS_TRAFFIC_CTRL_ERROR,11014,0x2B06,Problem with some part of the flowspec.,
WSA_QOS_GENERIC_ERROR,11015,0x2B07,General QOS error.,
WSA_QOS_ESERVICETYPE,11016,0x2B08,An invalid or unrecognized service type was found in the flowspec.,
WSA_QOS_EFLOWSPEC,11017,0x2B09,An invalid or inconsistent flowspec was found in the QOS structure.,
WSA_QOS_EPROVSPECBUF,11018,0x2B0A,Invalid QOS provider-specific buffer.,
WSA_QOS_EFILTERSTYLE,11019,0x2B0B,An invalid QOS filter style was used.,
WSA_QOS_EFILTERTYPE,11020,0x2B0C,An invalid QOS filter type was used.,
WSA_QOS_EFILTERCOUNT,11021,0x2B0D,An incorrect number of QOS FILTERSPECs were specified in the FLOWDESCRIPTOR.,
WSA_QOS_EOBJLENGTH,11022,0x2B0E,An object with an invalid ObjectLength field was specified in the QOS provider-specific buffer.,
WSA_QOS_EFLOWCOUNT,11023,0x2B0F,An incorrect number of flow descriptors was specified in the QOS structure.,
WSA_QOS_EUNKOWNPSOBJ,11024,0x2B10,An unrecognized object was found in the QOS provider-specific buffer.,
WSA_QOS_EPOLICYOBJ,11025,0x2B11,An invalid policy object was found in the QOS provider-specific buffer.,
WSA_QOS_EFLOWDESC,11026,0x2B12,An invalid QOS flow descriptor was found in the flow descriptor list.,
WSA_QOS_EPSFLOWSPEC,11027,0x2B13,An invalid or inconsistent flowspec was found in the QOS provider specific buffer.,
WSA_QOS_EPSFILTERSPEC,11028,0x2B14,An invalid FILTERSPEC was found in the QOS provider-specific buffer.,
WSA_QOS_ESDMODEOBJ,11029,0x2B15,An invalid shape discard mode object was found in the QOS provider specific buffer.,
WSA_QOS_ESHAPERATEOBJ,11030,0x2B16,An invalid shaping rate object was found in the QOS provider-specific buffer.,
WSA_QOS_RESERVED_PETYPE,11031,0x2B17,A reserved policy element was found in the QOS provider-specific buffer.,
WSA_SECURE_HOST_NOT_FOUND,11032,0x2B18,No such host is known securely.,
WSA_IPSEC_NAME_POLICY_ERROR,11033,0x2B19,Name based IPSEC policy could not be added.,
ERROR_INTERNET_OUT_OF_HANDLES,12001,0x2EE1,No more handles could be generated at this time.,
ERROR_INTERNET_TIMEOUT,12002,0x2EE2,The request has timed out.,
ERROR_INTERNET_EXTENDED_ERROR,12003,0x2EE3,An extended error was returned from the server. This is typically a string or buffer containing a verbose error message. Call InternetGetLastResponseInfo to retrieve the error text.,
ERROR_INTERNET_INTERNAL_ERROR,12004,0x2EE4,An internal error has occurred.,
ERROR_INTERNET_INVALID_URL,12005,0x2EE5,The URL is invalid.,
ERROR_INTERNET_UNRECOGNIZED_SCHEME,12006,0x2EE6,"The URL scheme could not be recognized, or is not supported.",
ERROR_INTERNET_NAME_NOT_RESOLVED,12007,0x2EE7,The server name could not be resolved.,
ERROR_INTERNET_PROTOCOL_NOT_FOUND,12008,0x2EE8,The requested protocol could not be located.,
ERROR_INTERNET_INVALID_OPTION,12009,0x2EE9,A request to InternetQueryOption or InternetSetOption specified an invalid option value.,
ERROR_INTERNET_BAD_OPTION_LENGTH,12010,0x2EEA,The length of an option supplied to InternetQueryOption or InternetSetOption is incorrect for the type of option specified.,
ERROR_INTERNET_OPTION_NOT_SETTABLE,12011,0x2EEB,"The requested option cannot be set, only queried.",
ERROR_INTERNET_SHUTDOWN,12012,0x2EEC,WinINet support is being shut down or unloaded.,
ERROR_INTERNET_INCORRECT_USER_NAME,12013,0x2EED,The request to connect and log on to an FTP server could not be completed because the supplied user name is incorrect.,
ERROR_INTERNET_INCORRECT_PASSWORD,12014,0x2EEE,The request to connect and log on to an FTP server could not be completed because the supplied password is incorrect.,
ERROR_INTERNET_LOGIN_FAILURE,12015,0x2EEF,The request to connect and log on to an FTP server failed.,
ERROR_INTERNET_INVALID_OPERATION,12016,0x2EF0,The requested operation is invalid.,
ERROR_INTERNET_OPERATION_CANCELLED,12017,0x2EF1,"The operation was canceled, usually because the handle on which the request was operating was closed before the operation completed.",
ERROR_INTERNET_INCORRECT_HANDLE_TYPE,12018,0x2EF2,The type of handle supplied is incorrect for this operation.,
ERROR_INTERNET_INCORRECT_HANDLE_STATE,12019,0x2EF3,The requested operation cannot be carried out because the handle supplied is not in the correct state.,
ERROR_INTERNET_NOT_PROXY_REQUEST,12020,0x2EF4,The request cannot be made via a proxy.,
ERROR_INTERNET_REGISTRY_VALUE_NOT_FOUND,12021,0x2EF5,A required registry value could not be located.,
ERROR_INTERNET_BAD_REGISTRY_PARAMETER,12022,0x2EF6,A required registry value was located but is an incorrect type or has an invalid value.,
ERROR_INTERNET_NO_DIRECT_ACCESS,12023,0x2EF7,Direct network access cannot be made at this time.,
ERROR_INTERNET_NO_CONTEXT,12024,0x2EF8,An asynchronous request could not be made because a zero context value was supplied.,
ERROR_INTERNET_NO_CALLBACK,12025,0x2EF9,An asynchronous request could not be made because a callback function has not been set.,
ERROR_INTERNET_REQUEST_PENDING,12026,0x2EFA,The required operation could not be completed because one or more requests are pending.,
ERROR_INTERNET_INCORRECT_FORMAT,12027,0x2EFB,The format of the request is invalid.,
ERROR_INTERNET_ITEM_NOT_FOUND,12028,0x2EFC,The requested item could not be located.,
ERROR_INTERNET_CANNOT_CONNECT,12029,0x2EFD,The attempt to connect to the server failed.,
ERROR_INTERNET_CONNECTION_ABORTED,12030,0x2EFE,The connection with the server has been terminated.,
ERROR_INTERNET_CONNECTION_RESET,12031,0x2EFF,The connection with the server has been reset.,
ERROR_INTERNET_FORCE_RETRY,12032,0x2F00,The function needs to redo the request.,
ERROR_INTERNET_INVALID_PROXY_REQUEST,12033,0x2F01,The request to the proxy was invalid.,
ERROR_INTERNET_NEED_UI,12034,0x2F02,A user interface or other blocking operation has been requested. Note - Windows Vista and Windows Server 2008 and earlier only. ,
ERROR_INTERNET_HANDLE_EXISTS,12036,0x2F04,Note  Windows Vista and Windows Server 2008 and earlier only.,
ERROR_INTERNET_SEC_CERT_DATE_INVALID,12037,0x2F05,SSL certificate date that was received from the server is bad. The certificate is expired.,
ERROR_INTERNET_SEC_CERT_CN_INVALID,12038,0x2F06,"SSL certificate common name (host name field) is incorrect?for example, if you entered www.server.com and the common name on the certificate says www.different.com.",
ERROR_INTERNET_HTTP_TO_HTTPS_ON_REDIR,12039,0x2F07,The application is moving from a non-SSL to an SSL connection because of a redirect.,
ERROR_INTERNET_HTTPS_TO_HTTP_ON_REDIR,12040,0x2F08,The application is moving from an SSL to an non-SSL connection because of a redirect.,
ERROR_INTERNET_MIXED_SECURITY,12041,0x2F09,The content is not entirely secure. Some of the content being viewed may have come from unsecured servers.,
ERROR_INTERNET_CHG_POST_IS_NON_SECURE,12042,0x2F0A,The application is posting and attempting to change multiple lines of text on a server that is not secure.,
ERROR_INTERNET_POST_IS_NON_SECURE,12043,0x2F0B,The application is posting data to a server that is not secure.,
ERROR_INTERNET_CLIENT_AUTH_CERT_NEEDED,12044,0x2F0C,The server is requesting client authentication.,
ERROR_INTERNET_INVALID_CA,12045,0x2F0D,The function is unfamiliar with the Certificate Authority that generated the server's certificate.,
ERROR_INTERNET_CLIENT_AUTH_NOT_SETUP,12046,0x2F0E,Client authorization is not set up on this computer.,
ERROR_INTERNET_ASYNC_THREAD_FAILED,12047,0x2F0F,The application could not start an asynchronous thread.,
ERROR_INTERNET_REDIRECT_SCHEME_CHANGE,12048,0x2F10,"The function could not handle the redirection, because the scheme changed (for example, HTTP to FTP).",
ERROR_INTERNET_DIALOG_PENDING,12049,0x2F11,Another thread has a password dialog box in progress.,
ERROR_INTERNET_RETRY_DIALOG,12050,0x2F12,The dialog box should be retried.,
ERROR_INTERNET_HTTPS_HTTP_SUBMIT_REDIR,12052,0x2F14,The data being submitted to an SSL connection is being redirected to a non-SSL connection.,
ERROR_INTERNET_INSERT_CDROM,12053,0x2F15,The request requires a CD-ROM to be inserted in the CD-ROM drive to locate the resource requested. Note - Windows Vista and Windows Server 2008 and earlier only. ,
ERROR_INTERNET_FORTEZZA_LOGIN_NEEDED,12054,0x2F16,The requested resource requires Fortezza authentication.,
ERROR_INTERNET_SEC_CERT_ERRORS,12055,0x2F17,The SSL certificate contains errors.,
ERROR_INTERNET_SEC_CERT_NO_REV,12056,0x2F18,The SSL certificate was not revoked.,
ERROR_INTERNET_SEC_CERT_REV_FAILED,12057,0x2F19,Revocation of the SSL certificate failed.,
ERROR_FTP_TRANSFER_IN_PROGRESS,12110,0x2F4E,The requested operation cannot be made on the FTP session handle because an operation is already in progress.,
ERROR_FTP_DROPPED,12111,0x2F4F,The FTP operation was not completed because the session was aborted.,
ERROR_FTP_NO_PASSIVE_MODE,12112,0x2F50,Passive mode is not available on the server.,
ERROR_GOPHER_PROTOCOL_ERROR,12130,0x2F62,An error was detected while parsing data returned from the Gopher server. Note - Windows Vista and Windows Server 2008 and earlier only. ,
ERROR_GOPHER_NOT_FILE,12131,0x2F63,The request must be made for a file locator. Note - Windows Vista and Windows Server 2008 and earlier only. ,
ERROR_GOPHER_DATA_ERROR,12132,0x2F64,An error was detected while receiving data from the Gopher server. Note - Windows Vista and Windows Server 2008 and earlier only. ,
ERROR_GOPHER_END_OF_DATA,12133,0x2F65,The end of the data has been reached. Note - Windows Vista and Windows Server 2008 and earlier only. ,
ERROR_GOPHER_INVALID_LOCATOR,12134,0x2F66,The supplied locator is not valid. Note - Windows Vista and Windows Server 2008 and earlier only. ,
ERROR_GOPHER_INCORRECT_LOCATOR_TYPE,12135,0x2F67,The type of the locator is not correct for this operation. Note - Windows Vista and Windows Server 2008 and earlier only. ,
ERROR_GOPHER_NOT_GOPHER_PLUS,12136,0x2F68,"The requested operation can be made only against a Gopher+ server, or with a locator that specifies a Gopher+ operation. Note - Windows Vista and Windows Server 2008 and earlier only. ",
ERROR_GOPHER_ATTRIBUTE_NOT_FOUND,12137,0x2F69,The requested attribute could not be located. Note - Windows Vista and Windows Server 2008 and earlier only. ,
ERROR_GOPHER_UNKNOWN_LOCATOR,12138,0x2F6A,The locator type is unknown. Note - Windows Vista and Windows Server 2008 and earlier only. ,
ERROR_HTTP_HEADER_NOT_FOUND,12150,0x2F76,The requested header could not be located.,
ERROR_HTTP_DOWNLEVEL_SERVER,12151,0x2F77,The server did not return any headers.,
ERROR_HTTP_INVALID_SERVER_RESPONSE,12152,0x2F78,The server response could not be parsed.,
ERROR_HTTP_INVALID_HEADER,12153,0x2F79,The supplied header is invalid.,
ERROR_HTTP_INVALID_QUERY_REQUEST,12154,0x2F7A,The request made to HttpQueryInfo is invalid.,
ERROR_HTTP_HEADER_ALREADY_EXISTS,12155,0x2F7B,The header could not be added because it already exists.,
ERROR_HTTP_REDIRECT_FAILED,12156,0x2F7C,"The redirection failed because either the scheme changed (for example, HTTP to FTP) or all attempts made to redirect failed (default is five attempts).",
ERROR_INTERNET_SECURITY_CHANNEL_ERROR,12157,0x2F7D,The application experienced an internal error loading the SSL libraries.,
ERROR_INTERNET_UNABLE_TO_CACHE_FILE,12158,0x2F7E,The function was unable to cache the file.,
ERROR_INTERNET_TCPIP_NOT_INSTALLED,12159,0x2F7F,The required protocol stack is not loaded and the application cannot start WinSock.,
ERROR_HTTP_NOT_REDIRECTED,12160,0x2F80,The HTTP request was not redirected.,
ERROR_HTTP_COOKIE_NEEDS_CONFIRMATION,12161,0x2F81,The HTTP cookie requires confirmation. Note - Windows Vista and Windows Server 2008 and earlier only. ,
ERROR_HTTP_COOKIE_DECLINED,12162,0x2F82,The HTTP cookie was declined by the server.,
ERROR_INTERNET_DISCONNECTED,12163,0x2F83,The Internet connection has been lost.,
ERROR_INTERNET_SERVER_UNREACHABLE,12164,0x2F84,The website or server indicated is unreachable.,
ERROR_INTERNET_PROXY_SERVER_UNREACHABLE,12165,0x2F85,The designated proxy server cannot be reached.,
ERROR_INTERNET_BAD_AUTO_PROXY_SCRIPT,12166,0x2F86,There was an error in the automatic proxy configuration script.,
ERROR_INTERNET_UNABLE_TO_DOWNLOAD_SCRIPT,12167,0x2F87,The automatic proxy configuration script could not be downloaded. The INTERNET_FLAG_MUST_CACHE_REQUEST flag was set.,
ERROR_HTTP_REDIRECT_NEEDS_CONFIRMATION,12168,0x2F88,The redirection requires user confirmation.,
ERROR_INTERNET_SEC_INVALID_CERT,12169,0x2F89,The SSL certificate is invalid.,
ERROR_INTERNET_SEC_CERT_REVOKED,12170,0x2F8A,The SSL certificate was revoked.,
ERROR_INTERNET_FAILED_DUETOSECURITYCHECK,12171,0x2F8B,The function failed due to a security check.,
ERROR_INTERNET_NOT_INITIALIZED,12172,0x2F8C,"Initialization of the WinINet API has not occurred. Indicates that a higher-level function, such as InternetOpen, has not been called yet.",
ERROR_INTERNET_NEED_MSN_SSPI_PKG,12173,0x2F8D,Not currently implemented.,
ERROR_INTERNET_LOGIN_FAILURE_DISPLAY_ENTITY_BODY,12174,0x2F8E,"The MS-Logoff digest header has been returned from the website. This header specifically instructs the digest package to purge credentials for the associated realm. This error will only be returned if INTERNET_ERROR_MASK_LOGIN_FAILURE_DISPLAY_ENTITY_BODY option has been set; otherwise, ERROR_INTERNET_LOGIN_FAILURE is returned.",
ERROR_INTERNET_DECODING_FAILED,12175,0x2F8F,"WinINet failed to perform content decoding on the response. For more information, see the Content Encoding topic.",
ERROR_IPSEC_QM_POLICY_EXISTS,13000,0x32C8,The specified quick mode policy already exists.,
ERROR_IPSEC_QM_POLICY_NOT_FOUND,13001,0x32C9,The specified quick mode policy was not found.,
ERROR_IPSEC_QM_POLICY_IN_USE,13002,0x32CA,The specified quick mode policy is being used.,
ERROR_IPSEC_MM_POLICY_EXISTS,13003,0x32CB,The specified main mode policy already exists.,
ERROR_IPSEC_MM_POLICY_NOT_FOUND,13004,0x32CC,The specified main mode policy was not found.,
ERROR_IPSEC_MM_POLICY_IN_USE,13005,0x32CD,The specified main mode policy is being used.,
ERROR_IPSEC_MM_FILTER_EXISTS,13006,0x32CE,The specified main mode filter already exists.,
ERROR_IPSEC_MM_FILTER_NOT_FOUND,13007,0x32CF,The specified main mode filter was not found.,
ERROR_IPSEC_TRANSPORT_FILTER_EXISTS,13008,0x32D0,The specified transport mode filter already exists.,
ERROR_IPSEC_TRANSPORT_FILTER_NOT_FOUND,13009,0x32D1,The specified transport mode filter does not exist.,
ERROR_IPSEC_MM_AUTH_EXISTS,13010,0x32D2,The specified main mode authentication list exists.,
ERROR_IPSEC_MM_AUTH_NOT_FOUND,13011,0x32D3,The specified main mode authentication list was not found.,
ERROR_IPSEC_MM_AUTH_IN_USE,13012,0x32D4,The specified main mode authentication list is being used.,
ERROR_IPSEC_DEFAULT_MM_POLICY_NOT_FOUND,13013,0x32D5,The specified default main mode policy was not found.,
ERROR_IPSEC_DEFAULT_MM_AUTH_NOT_FOUND,13014,0x32D6,The specified default main mode authentication list was not found.,
ERROR_IPSEC_DEFAULT_QM_POLICY_NOT_FOUND,13015,0x32D7,The specified default quick mode policy was not found.,
ERROR_IPSEC_TUNNEL_FILTER_EXISTS,13016,0x32D8,The specified tunnel mode filter exists.,
ERROR_IPSEC_TUNNEL_FILTER_NOT_FOUND,13017,0x32D9,The specified tunnel mode filter was not found.,
ERROR_IPSEC_MM_FILTER_PENDING_DELETION,13018,0x32DA,The Main Mode filter is pending deletion.,
ERROR_IPSEC_TRANSPORT_FILTER_PENDING_DELETION,13019,0x32DB,The transport filter is pending deletion.,
ERROR_IPSEC_TUNNEL_FILTER_PENDING_DELETION,13020,0x32DC,The tunnel filter is pending deletion.,
ERROR_IPSEC_MM_POLICY_PENDING_DELETION,13021,0x32DD,The Main Mode policy is pending deletion.,
ERROR_IPSEC_MM_AUTH_PENDING_DELETION,13022,0x32DE,The Main Mode authentication bundle is pending deletion.,
ERROR_IPSEC_QM_POLICY_PENDING_DELETION,13023,0x32DF,The Quick Mode policy is pending deletion.,
WARNING_IPSEC_MM_POLICY_PRUNED,13024,0x32E0,"The Main Mode policy was successfully added, but some of the requested offers are not supported.",
WARNING_IPSEC_QM_POLICY_PRUNED,13025,0x32E1,"The Quick Mode policy was successfully added, but some of the requested offers are not supported.",
ERROR_IPSEC_IKE_NEG_STATUS_BEGIN,13800,0x35E8,ERROR_IPSEC_IKE_NEG_STATUS_BEGIN,
ERROR_IPSEC_IKE_AUTH_FAIL,13801,0x35E9,IKE authentication credentials are unacceptable.,
ERROR_IPSEC_IKE_ATTRIB_FAIL,13802,0x35EA,IKE security attributes are unacceptable.,
ERROR_IPSEC_IKE_NEGOTIATION_PENDING,13803,0x35EB,IKE Negotiation in progress.,
ERROR_IPSEC_IKE_GENERAL_PROCESSING_ERROR,13804,0x35EC,General processing error.,
ERROR_IPSEC_IKE_TIMED_OUT,13805,0x35ED,Negotiation timed out.,
ERROR_IPSEC_IKE_NO_CERT,13806,0x35EE,IKE failed to find valid machine certificate. Contact your Network Security Administrator about installing a valid certificate in the appropriate Certificate Store.,
ERROR_IPSEC_IKE_SA_DELETED,13807,0x35EF,IKE SA deleted by peer before establishment completed.,
ERROR_IPSEC_IKE_SA_REAPED,13808,0x35F0,IKE SA deleted before establishment completed.,
ERROR_IPSEC_IKE_MM_ACQUIRE_DROP,13809,0x35F1,Negotiation request sat in Queue too long.,
ERROR_IPSEC_IKE_QM_ACQUIRE_DROP,13810,0x35F2,Negotiation request sat in Queue too long.,
ERROR_IPSEC_IKE_QUEUE_DROP_MM,13811,0x35F3,Negotiation request sat in Queue too long.,
ERROR_IPSEC_IKE_QUEUE_DROP_NO_MM,13812,0x35F4,Negotiation request sat in Queue too long.,
ERROR_IPSEC_IKE_DROP_NO_RESPONSE,13813,0x35F5,No response from peer.,
ERROR_IPSEC_IKE_MM_DELAY_DROP,13814,0x35F6,Negotiation took too long.,
ERROR_IPSEC_IKE_QM_DELAY_DROP,13815,0x35F7,Negotiation took too long.,
ERROR_IPSEC_IKE_ERROR,13816,0x35F8,Unknown error occurred.,
ERROR_IPSEC_IKE_CRL_FAILED,13817,0x35F9,Certificate Revocation Check failed.,
ERROR_IPSEC_IKE_INVALID_KEY_USAGE,13818,0x35FA,Invalid certificate key usage.,
ERROR_IPSEC_IKE_INVALID_CERT_TYPE,13819,0x35FB,Invalid certificate type.,
ERROR_IPSEC_IKE_NO_PRIVATE_KEY,13820,0x35FC,IKE negotiation failed because the machine certificate used does not have a private key. IPsec certificates require a private key. Contact your Network Security administrator about replacing with a certificate that has a private key.,
ERROR_IPSEC_IKE_SIMULTANEOUS_REKEY,13821,0x35FD,Simultaneous rekeys were detected.,
ERROR_IPSEC_IKE_DH_FAIL,13822,0x35FE,Failure in Diffie-Hellman computation.,
ERROR_IPSEC_IKE_CRITICAL_PAYLOAD_NOT_RECOGNIZED,13823,0x35FF,Don't know how to process critical payload.,
ERROR_IPSEC_IKE_INVALID_HEADER,13824,0x3600,Invalid header.,
ERROR_IPSEC_IKE_NO_POLICY,13825,0x3601,No policy configured.,
ERROR_IPSEC_IKE_INVALID_SIGNATURE,13826,0x3602,Failed to verify signature.,
ERROR_IPSEC_IKE_KERBEROS_ERROR,13827,0x3603,Failed to authenticate using Kerberos.,
ERROR_IPSEC_IKE_NO_PUBLIC_KEY,13828,0x3604,Peer's certificate did not have a public key.,
ERROR_IPSEC_IKE_PROCESS_ERR,13829,0x3605,Error processing error payload.,
ERROR_IPSEC_IKE_PROCESS_ERR_SA,13830,0x3606,Error processing SA payload.,
ERROR_IPSEC_IKE_PROCESS_ERR_PROP,13831,0x3607,Error processing Proposal payload.,
ERROR_IPSEC_IKE_PROCESS_ERR_TRANS,13832,0x3608,Error processing Transform payload.,
ERROR_IPSEC_IKE_PROCESS_ERR_KE,13833,0x3609,Error processing KE payload.,
ERROR_IPSEC_IKE_PROCESS_ERR_ID,13834,0x360A,Error processing ID payload.,
ERROR_IPSEC_IKE_PROCESS_ERR_CERT,13835,0x360B,Error processing Cert payload.,
ERROR_IPSEC_IKE_PROCESS_ERR_CERT_REQ,13836,0x360C,Error processing Certificate Request payload.,
ERROR_IPSEC_IKE_PROCESS_ERR_HASH,13837,0x360D,Error processing Hash payload.,
ERROR_IPSEC_IKE_PROCESS_ERR_SIG,13838,0x360E,Error processing Signature payload.,
ERROR_IPSEC_IKE_PROCESS_ERR_NONCE,13839,0x360F,Error processing Nonce payload.,
ERROR_IPSEC_IKE_PROCESS_ERR_NOTIFY,13840,0x3610,Error processing Notify payload.,
ERROR_IPSEC_IKE_PROCESS_ERR_DELETE,13841,0x3611,Error processing Delete Payload.,
ERROR_IPSEC_IKE_PROCESS_ERR_VENDOR,13842,0x3612,Error processing VendorId payload.,
ERROR_IPSEC_IKE_INVALID_PAYLOAD,13843,0x3613,Invalid payload received.,
ERROR_IPSEC_IKE_LOAD_SOFT_SA,13844,0x3614,Soft SA loaded.,
ERROR_IPSEC_IKE_SOFT_SA_TORN_DOWN,13845,0x3615,Soft SA torn down.,
ERROR_IPSEC_IKE_INVALID_COOKIE,13846,0x3616,Invalid cookie received.,
ERROR_IPSEC_IKE_NO_PEER_CERT,13847,0x3617,Peer failed to send valid machine certificate.,
ERROR_IPSEC_IKE_PEER_CRL_FAILED,13848,0x3618,Certification Revocation check of peer's certificate failed.,
ERROR_IPSEC_IKE_POLICY_CHANGE,13849,0x3619,New policy invalidated SAs formed with old policy.,
ERROR_IPSEC_IKE_NO_MM_POLICY,13850,0x361A,There is no available Main Mode IKE policy.,
ERROR_IPSEC_IKE_NOTCBPRIV,13851,0x361B,Failed to enabled TCB privilege.,
ERROR_IPSEC_IKE_SECLOADFAIL,13852,0x361C,Failed to load SECURITY.DLL.,
ERROR_IPSEC_IKE_FAILSSPINIT,13853,0x361D,Failed to obtain security function table dispatch address from SSPI.,
ERROR_IPSEC_IKE_FAILQUERYSSP,13854,0x361E,Failed to query Kerberos package to obtain max token size.,
ERROR_IPSEC_IKE_SRVACQFAIL,13855,0x361F,Failed to obtain Kerberos server credentials for ISAKMP/ERROR_IPSEC_IKE service. Kerberos authentication will not function. The most likely reason for this is lack of domain membership. This is normal if your computer is a member of a workgroup.,
ERROR_IPSEC_IKE_SRVQUERYCRED,13856,0x3620,Failed to determine SSPI principal name for ISAKMP/ERROR_IPSEC_IKE service (QueryCredentialsAttributes).,
ERROR_IPSEC_IKE_GETSPIFAIL,13857,0x3621,Failed to obtain new SPI for the inbound SA from IPsec driver. The most common cause for this is that the driver does not have the correct filter. Check your policy to verify the filters.,
ERROR_IPSEC_IKE_INVALID_FILTER,13858,0x3622,Given filter is invalid.,
ERROR_IPSEC_IKE_OUT_OF_MEMORY,13859,0x3623,Memory allocation failed.,
ERROR_IPSEC_IKE_ADD_UPDATE_KEY_FAILED,13860,0x3624,"Failed to add Security Association to IPsec Driver. The most common cause for this is if the IKE negotiation took too long to complete. If the problem persists, reduce the load on the faulting machine.",
ERROR_IPSEC_IKE_INVALID_POLICY,13861,0x3625,Invalid policy.,
ERROR_IPSEC_IKE_UNKNOWN_DOI,13862,0x3626,Invalid DOI.,
ERROR_IPSEC_IKE_INVALID_SITUATION,13863,0x3627,Invalid situation.,
ERROR_IPSEC_IKE_DH_FAILURE,13864,0x3628,Diffie-Hellman failure.,
ERROR_IPSEC_IKE_INVALID_GROUP,13865,0x3629,Invalid Diffie-Hellman group.,
ERROR_IPSEC_IKE_ENCRYPT,13866,0x362A,Error encrypting payload.,
ERROR_IPSEC_IKE_DECRYPT,13867,0x362B,Error decrypting payload.,
ERROR_IPSEC_IKE_POLICY_MATCH,13868,0x362C,Policy match error.,
ERROR_IPSEC_IKE_UNSUPPORTED_ID,13869,0x362D,Unsupported ID.,
ERROR_IPSEC_IKE_INVALID_HASH,13870,0x362E,Hash verification failed.,
ERROR_IPSEC_IKE_INVALID_HASH_ALG,13871,0x362F,Invalid hash algorithm.,
ERROR_IPSEC_IKE_INVALID_HASH_SIZE,13872,0x3630,Invalid hash size.,
ERROR_IPSEC_IKE_INVALID_ENCRYPT_ALG,13873,0x3631,Invalid encryption algorithm.,
ERROR_IPSEC_IKE_INVALID_AUTH_ALG,13874,0x3632,Invalid authentication algorithm.,
ERROR_IPSEC_IKE_INVALID_SIG,13875,0x3633,Invalid certificate signature.,
ERROR_IPSEC_IKE_LOAD_FAILED,13876,0x3634,Load failed.,
ERROR_IPSEC_IKE_RPC_DELETE,13877,0x3635,Deleted via RPC call.,
ERROR_IPSEC_IKE_BENIGN_REINIT,13878,0x3636,Temporary state created to perform reinitialization. This is not a real failure.,
ERROR_IPSEC_IKE_INVALID_RESPONDER_LIFETIME_NOTIFY,13879,0x3637,The lifetime value received in the Responder Lifetime Notify is below the Windows 2000 configured minimum value. Please fix the policy on the peer machine.,
ERROR_IPSEC_IKE_INVALID_MAJOR_VERSION,13880,0x3638,The recipient cannot handle version of IKE specified in the header.,
ERROR_IPSEC_IKE_INVALID_CERT_KEYLEN,13881,0x3639,Key length in certificate is too small for configured security requirements.,
ERROR_IPSEC_IKE_MM_LIMIT,13882,0x363A,Max number of established MM SAs to peer exceeded.,
ERROR_IPSEC_IKE_NEGOTIATION_DISABLED,13883,0x363B,IKE received a policy that disables negotiation.,
ERROR_IPSEC_IKE_QM_LIMIT,13884,0x363C,Reached maximum quick mode limit for the main mode. New main mode will be started.,
ERROR_IPSEC_IKE_MM_EXPIRED,13885,0x363D,Main mode SA lifetime expired or peer sent a main mode delete.,
ERROR_IPSEC_IKE_PEER_MM_ASSUMED_INVALID,13886,0x363E,Main mode SA assumed to be invalid because peer stopped responding.,
ERROR_IPSEC_IKE_CERT_CHAIN_POLICY_MISMATCH,13887,0x363F,Certificate doesn't chain to a trusted root in IPsec policy.,
ERROR_IPSEC_IKE_UNEXPECTED_MESSAGE_ID,13888,0x3640,Received unexpected message ID.,
ERROR_IPSEC_IKE_INVALID_AUTH_PAYLOAD,13889,0x3641,Received invalid authentication offers.,
ERROR_IPSEC_IKE_DOS_COOKIE_SENT,13890,0x3642,Sent DoS cookie notify to initiator.,
ERROR_IPSEC_IKE_SHUTTING_DOWN,13891,0x3643,IKE service is shutting down.,
ERROR_IPSEC_IKE_CGA_AUTH_FAILED,13892,0x3644,Could not verify binding between CGA address and certificate.,
ERROR_IPSEC_IKE_PROCESS_ERR_NATOA,13893,0x3645,Error processing NatOA payload.,
ERROR_IPSEC_IKE_INVALID_MM_FOR_QM,13894,0x3646,Parameters of the main mode are invalid for this quick mode.,
ERROR_IPSEC_IKE_QM_EXPIRED,13895,0x3647,Quick mode SA was expired by IPsec driver.,
ERROR_IPSEC_IKE_TOO_MANY_FILTERS,13896,0x3648,Too many dynamically added IKEEXT filters were detected.,
ERROR_IPSEC_IKE_NEG_STATUS_END,13897,0x3649,ERROR_IPSEC_IKE_NEG_STATUS_END,
ERROR_IPSEC_IKE_KILL_DUMMY_NAP_TUNNEL,13898,0x364A,NAP reauth succeeded and must delete the dummy NAP IKEv2 tunnel.,
ERROR_IPSEC_IKE_INNER_IP_ASSIGNMENT_FAILURE,13899,0x364B,Error in assigning inner IP address to initiator in tunnel mode.,
